"","region","time_period","strategy_code","future_id","value","difference_value","difference_variable","variable"
"26","brazil",25,"PFLO:ALL_PLUR",0,10989328595.812,-10989.328595812,"nemomod_entc_discounted_capital*","cb:entc:technical_cost:electricity:capex"
"27","brazil",26,"PFLO:ALL_PLUR",0,-2915523672.12176,2915.52367212176,"nemomod_entc_discounted_capital*","cb:entc:technical_cost:electricity:capex"
"28","brazil",27,"PFLO:ALL_PLUR",0,-1032842182.08169,1032.84218208169,"nemomod_entc_discounted_capital*","cb:entc:technical_cost:electricity:capex"
"29","brazil",28,"PFLO:ALL_PLUR",0,-1884634723.41683,1884.63472341683,"nemomod_entc_discounted_capital*","cb:entc:technical_cost:electricity:capex"
"30","brazil",29,"PFLO:ALL_PLUR",0,-1166401759.77226,1166.40175977226,"nemomod_entc_discounted_capital*","cb:entc:technical_cost:electricity:capex"
"31","brazil",30,"PFLO:ALL_PLUR",0,-31727198607.3995,31727.1986073995,"nemomod_entc_discounted_capital*","cb:entc:technical_cost:electricity:capex"
"32","brazil",31,"PFLO:ALL_PLUR",0,5532264711.85064,-5532.26471185064,"nemomod_entc_discounted_capital*","cb:entc:technical_cost:electricity:capex"
"33","brazil",32,"PFLO:ALL_PLUR",0,6928404906.76377,-6928.40490676377,"nemomod_entc_discounted_capital*","cb:entc:technical_cost:electricity:capex"
"34","brazil",33,"PFLO:ALL_PLUR",0,6805854470.96977,-6805.85447096977,"nemomod_entc_discounted_capital*","cb:entc:technical_cost:electricity:capex"
"35","brazil",34,"PFLO:ALL_PLUR",0,3306320404.49381,-3306.32040449381,"nemomod_entc_discounted_capital*","cb:entc:technical_cost:electricity:capex"
"36","brazil",35,"PFLO:ALL_PLUR",0,1853772082.74344,-1853.77208274344,"nemomod_entc_discounted_capital*","cb:entc:technical_cost:electricity:capex"
"37","brazil",0,"PFLO:ALL_PLUR",0,0,11.6974190625632,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"38","brazil",1,"PFLO:ALL_PLUR",0,0,11.2498951389636,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"39","brazil",2,"PFLO:ALL_PLUR",0,0,10.4641983764242,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"40","brazil",3,"PFLO:ALL_PLUR",0,0,9.91457008080371,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"41","brazil",4,"PFLO:ALL_PLUR",0,0,9.91457008078537,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"42","brazil",5,"PFLO:ALL_PLUR",0,0,5.16257479289058,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"43","brazil",6,"PFLO:ALL_PLUR",0,0,5.14734331428542,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"44","brazil",7,"PFLO:ALL_PLUR",0,0,5.15169597533276,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"45","brazil",8,"PFLO:ALL_PLUR",0,0,5.1559492214669,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"46","brazil",9,"PFLO:ALL_PLUR",0,0,5.16010532331072,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"47","brazil",10,"PFLO:ALL_PLUR",0,46003038.1689926,-46.0030381689926,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"48","brazil",11,"PFLO:ALL_PLUR",0,7381514047.50607,-7381.51404750607,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"49","brazil",12,"PFLO:ALL_PLUR",0,14639637876.06,-14639.63787606,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"50","brazil",13,"PFLO:ALL_PLUR",0,21813854713.6241,-21813.8547136242,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"51","brazil",14,"PFLO:ALL_PLUR",0,28890221439.5127,-28890.2214395127,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"52","brazil",15,"PFLO:ALL_PLUR",0,34665401064.3527,-34665.4010643527,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"53","brazil",16,"PFLO:ALL_PLUR",0,41406601812.0235,-41406.6018120235,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"54","brazil",17,"PFLO:ALL_PLUR",0,48146223601.5735,-48146.2236015735,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"55","brazil",18,"PFLO:ALL_PLUR",0,54756901591.0472,-54756.9015910472,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"56","brazil",19,"PFLO:ALL_PLUR",0,61194948039.4895,-61194.9480394895,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"57","brazil",20,"PFLO:ALL_PLUR",0,67521801972.6235,-67521.8019726235,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"58","brazil",21,"PFLO:ALL_PLUR",0,73691595953.4135,-73691.5959534135,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"59","brazil",22,"PFLO:ALL_PLUR",0,79735262354.8512,-79735.2623548512,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"60","brazil",23,"PFLO:ALL_PLUR",0,85684712174.6247,-85684.7121746247,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"61","brazil",24,"PFLO:ALL_PLUR",0,91521148117.3738,-91521.1481173738,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"62","brazil",25,"PFLO:ALL_PLUR",0,97367663614.1829,-97367.6636141829,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"63","brazil",26,"PFLO:ALL_PLUR",0,102895770725.482,-102895.770725482,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"64","brazil",27,"PFLO:ALL_PLUR",0,108329450756.679,-108329.450756679,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"65","brazil",28,"PFLO:ALL_PLUR",0,113609963252.882,-113609.963252882,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"66","brazil",29,"PFLO:ALL_PLUR",0,118748077927.514,-118748.077927514,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"67","brazil",30,"PFLO:ALL_PLUR",0,123468192105.37,-123468.19210537,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"68","brazil",31,"PFLO:ALL_PLUR",0,128069015844.522,-128069.015844522,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"69","brazil",32,"PFLO:ALL_PLUR",0,132560797403.461,-132560.797403461,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"70","brazil",33,"PFLO:ALL_PLUR",0,136930145767.535,-136930.145767535,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"71","brazil",34,"PFLO:ALL_PLUR",0,141192972976.154,-141192.972976154,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"72","brazil",35,"PFLO:ALL_PLUR",0,145358821075.14,-145358.82107514,"nemomod_entc_discounted_operating*","cb:entc:technical_cost:electricity:opex"
"73","brazil",0,"PFLO:ALL_PLUR",0,0,-4.09272615797818e-12,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"74","brazil",1,"PFLO:ALL_PLUR",0,0,2.72848410531878e-12,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"75","brazil",2,"PFLO:ALL_PLUR",0,0,-3.12994075102324e-12,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"76","brazil",3,"PFLO:ALL_PLUR",0,0,-9.09494701772928e-12,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"77","brazil",4,"PFLO:ALL_PLUR",0,0,-5.45696821063757e-12,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"78","brazil",5,"PFLO:ALL_PLUR",0,0,9.09494701772928e-13,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"79","brazil",6,"PFLO:ALL_PLUR",0,0,4.54747350886464e-13,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"80","brazil",7,"PFLO:ALL_PLUR",0,0,-9.09494701772928e-13,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"81","brazil",8,"PFLO:ALL_PLUR",0,0,-1.36424205265939e-12,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"82","brazil",9,"PFLO:ALL_PLUR",0,0,0,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"83","brazil",10,"PFLO:ALL_PLUR",0,-6696.78344317617,-0.00904970735564348,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"84","brazil",11,"PFLO:ALL_PLUR",0,-471186.433939183,-0.636738424242139,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"85","brazil",12,"PFLO:ALL_PLUR",0,-2202692.96341447,-2.97661211272225,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"86","brazil",13,"PFLO:ALL_PLUR",0,-4560128.73667505,-6.16233613064196,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"87","brazil",14,"PFLO:ALL_PLUR",0,-7886557.97484638,-10.6575107768194,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"88","brazil",15,"PFLO:ALL_PLUR",0,85995278.2945081,116.209835533119,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"89","brazil",16,"PFLO:ALL_PLUR",0,94242710.4878367,127.355014172752,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"90","brazil",17,"PFLO:ALL_PLUR",0,99570964.9530514,134.555358044664,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"91","brazil",18,"PFLO:ALL_PLUR",0,101781448.533033,137.542498017613,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"92","brazil",19,"PFLO:ALL_PLUR",0,101096679.504859,136.617134466026,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"93","brazil",20,"PFLO:ALL_PLUR",0,98197907.9757946,132.699875642966,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"94","brazil",21,"PFLO:ALL_PLUR",0,94075518.9682584,127.129079686836,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"95","brazil",22,"PFLO:ALL_PLUR",0,90165015.9486226,121.844616146787,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"96","brazil",23,"PFLO:ALL_PLUR",0,84017174.43216,113.536722205622,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"97","brazil",24,"PFLO:ALL_PLUR",0,75692295.3858932,102.286885656612,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"98","brazil",25,"PFLO:ALL_PLUR",0,65249038.6816309,88.1743765967985,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"99","brazil",26,"PFLO:ALL_PLUR",0,52963905.5725242,71.5728453682759,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"100","brazil",27,"PFLO:ALL_PLUR",0,38594755.5318911,52.1550750430961,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"101","brazil",28,"PFLO:ALL_PLUR",0,22356280.2985856,30.2111895926832,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"102","brazil",29,"PFLO:ALL_PLUR",0,4288564.99224486,5.7953580976282,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"103","brazil",30,"PFLO:ALL_PLUR",0,-15576842.0823922,-21.0497865978273,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"104","brazil",31,"PFLO:ALL_PLUR",0,-35639945.3685361,-48.1620883358596,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"105","brazil",32,"PFLO:ALL_PLUR",0,-57607227.5127378,-77.847604746943,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"106","brazil",33,"PFLO:ALL_PLUR",0,-81464112.1855532,-110.086638088585,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"107","brazil",34,"PFLO:ALL_PLUR",0,-107197256.517479,-144.861157456053,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"108","brazil",35,"PFLO:ALL_PLUR",0,-134693436.88323,-182.018157950311,"prod_enfu_fuel_electricity_pj","cb:entc:technical_cost:electricity:transmission"
"109","brazil",0,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"110","brazil",1,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"111","brazil",10,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"112","brazil",11,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"113","brazil",12,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"114","brazil",13,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"115","brazil",14,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"116","brazil",15,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"117","brazil",16,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"118","brazil",17,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"119","brazil",18,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"120","brazil",19,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"121","brazil",2,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"122","brazil",20,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"123","brazil",21,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"124","brazil",22,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"125","brazil",23,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"126","brazil",24,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"127","brazil",25,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"128","brazil",26,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"129","brazil",27,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"130","brazil",28,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"131","brazil",29,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"132","brazil",3,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"133","brazil",30,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"134","brazil",31,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"135","brazil",32,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"136","brazil",33,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"137","brazil",34,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"138","brazil",35,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"139","brazil",4,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"140","brazil",5,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"141","brazil",6,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"142","brazil",7,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"143","brazil",8,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"144","brazil",9,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen","cb:enfu:fuel_cost:X:X"
"145","brazil",0,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"146","brazil",1,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"147","brazil",10,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"148","brazil",11,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"149","brazil",12,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"150","brazil",13,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"151","brazil",14,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"152","brazil",15,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"153","brazil",16,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"154","brazil",17,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"155","brazil",18,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"156","brazil",19,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"157","brazil",2,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"158","brazil",20,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"159","brazil",21,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"160","brazil",22,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"161","brazil",23,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"162","brazil",24,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"163","brazil",25,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"164","brazil",26,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"165","brazil",27,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"166","brazil",28,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"167","brazil",29,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"168","brazil",3,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"169","brazil",30,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"170","brazil",31,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"171","brazil",32,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"172","brazil",33,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
"173","brazil",34,"PFLO:ALL_PLUR",0,0,0,"totalvalue_enfu_fuel_consumed_ccsq_fuel_natural_gas","cb:enfu:fuel_cost:X:X"
